Tue Mar 10 12:36:41 2026    output.dat

         157658103 function calls (154630310 primitive calls) in 1796.360 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      488    0.001    0.000    0.078    0.000 /home/yanjun/NewDisk/beliefplanning/Highway_env_branch.py:259(<lambda>)
    54900    0.077    0.000    0.077    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:217(<listcomp>)
    40626    0.076    0.000    0.076    0.000 {built-in method casadi._casadi.SX_set}
       28    0.000    0.000    0.075    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/storage.py:186(to)
       28    0.072    0.003    0.075    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/_utils.py:56(_to)
   172547    0.075    0.000    0.075    0.000 {method 'astype' of 'numpy.ndarray' objects}
    49448    0.045    0.000    0.075    0.000 <__array_function__ internals>:2(empty_like)
    51400    0.074    0.000    0.074    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:91(__init__)
    54916    0.037    0.000    0.074    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:9259(<lambda>)
    54900    0.071    0.000    0.071    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:218(<listcomp>)
     4026    0.001    0.000    0.070    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:34831(cos)
     4026    0.029    0.000    0.069    0.000 {built-in method casadi._casadi.cos}
      125    0.001    0.000    0.068    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/utils/cubicspline.py:12(__init__)
      124    0.001    0.000    0.068    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/spacial.py:392(lanelet2spline)
     4026    0.001    0.000    0.068    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:34805(sin)
     4026    0.027    0.000    0.067    0.000 {built-in method casadi._casadi.sin}
      612    0.001    0.000    0.066    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:169(_update_grad)
      488    0.002    0.000    0.066    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:88(update_grad)
   149223    0.034    0.000    0.065    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_asarray.py:14(asarray)
      488    0.002    0.000    0.065    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:197(fun_and_grad)
     3052    0.003    0.000    0.065    0.000 <__array_function__ internals>:2(clip)
      488    0.010    0.000    0.064    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:198(approx_derivative)
    27458    0.040    0.000    0.061    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:10897(shape)
     3052    0.003    0.000    0.059    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2033(clip)
     3544    0.002    0.000    0.058    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:52(_wrapfunc)
      250    0.007    0.000    0.058    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/_cubic.py:628(__init__)
     1220    0.004    0.000    0.058    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:23385(__init__)
   491114    0.056    0.000    0.056    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3265(_mean_dispatcher)
   415788    0.054    0.000    0.054    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2333(_all_dispatcher)
   766354    0.053    0.000    0.053    0.000 {method 'values' of 'dict' objects}
     2928    0.001    0.000    0.053    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:9038(__rsub__)
     2928    0.003    0.000    0.051    0.000 {method 'clip' of 'numpy.generic' objects}
     3052    0.012    0.000    0.050    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:106(_clip)
    67899    0.049    0.000    0.049    0.000 {built-in method numpy.empty}
     8160    0.049    0.000    0.049    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:199(calc_first_derivative)
     1220    0.049    0.000    0.049    0.000 {built-in method casadi._casadi.new_Function}
     3660    0.003    0.000    0.048    0.000 <__array_function__ internals>:2(vstack)
     1155    0.001    0.000    0.047    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/frenet_planner.py:386(<lambda>)
     1037    0.001    0.000    0.045    0.000 /home/yanjun/NewDisk/beliefplanning/Highway_env_branch.py:257(<lambda>)
   178728    0.031    0.000    0.041    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:112(isComplexType)
   422221    0.038    0.000    0.038    0.000 {method 'items' of 'dict' objects}
   292556    0.037    0.000    0.037    0.000 {built-in method casadi._casadi.GenSX_size1}
   119120    0.027    0.000    0.037    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:125(_realType)
     3660    0.007    0.000    0.037    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:223(vstack)
    54900    0.036    0.000    0.036    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:216(<listcomp>)
    54900    0.035    0.000    0.035    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:219(<listcomp>)
     1754    0.003    0.000    0.034    0.000 <__array_function__ internals>:2(append)
     1100    0.005    0.000    0.034    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/utils/cubicspline.py:85(distance)
       61    0.018    0.000    0.033    0.001 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/prediction_helpers.py:361(get_prediction_from_scenario_tree)
     2805    0.003    0.000    0.032    0.000 <__array_function__ internals>:2(any)
      244    0.001    0.000    0.031    0.000 /home/yanjun/NewDisk/beliefplanning/highway_branch_dyn.py:514(branch_eval)
      976    0.002    0.000    0.031    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:68(fun_wrapped)
   292556    0.031    0.000    0.031    0.000 {built-in method casadi._casadi.GenSX_size2}
      124    0.001    0.000    0.031    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/optimize.py:173(_prepare_scalar_function)
    13298    0.012    0.000    0.030    0.000 <__array_function__ internals>:2(squeeze)
      122    0.001    0.000    0.030    0.000 /home/yanjun/NewDisk/beliefplanning/highway_branch_dyn.py:577(branch_prob)
     8160    0.030    0.000    0.030    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:213(calc_second_derivative)
     6104    0.011    0.000    0.030    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:72(_clip_dep_is_scalar_nan)
      124    0.002    0.000    0.030    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:28(__init__)
    67429    0.029    0.000    0.029    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   477709    0.029    0.000    0.029    0.000 {method 'get' of 'dict' objects}
      500    0.008    0.000    0.028    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/_cubic.py:14(prepare_input)
      488    0.004    0.000    0.027    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:487(_dense_difference)
     1754    0.007    0.000    0.027    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/function_base.py:4616(append)
       62    0.000    0.000    0.027    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:218(update_current_lanelet)
    59560    0.027    0.000    0.027    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:200(_assert_stacked_square)
      250    0.003    0.000    0.027    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/_cubic.py:136(__init__)
       62    0.001    0.000    0.026    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:1198(find_lanelet_by_position)
       61    0.003    0.000    0.026    0.000 /home/yanjun/NewDisk/beliefplanning/MPC_branch.py:511(BT2array)
   106213    0.022    0.000    0.026    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3075(ndim)
      366    0.001    0.000    0.026    0.000 /home/yanjun/NewDisk/beliefplanning/highway_branch_dyn.py:523(zpred_eval)
   244047    0.025    0.000    0.025    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/frenet_planner.py:723(<lambda>)
      124    0.001    0.000    0.024    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/geometry/shape.py:365(contains_point)
     2805    0.004    0.000    0.024    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2249(any)
    13651    0.020    0.000    0.023    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:1115(<listcomp>)
    59560    0.022    0.000    0.022    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:102(get_linalg_error_extobj)
    59560    0.021    0.000    0.021    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:194(_assert_stacked_2d)
      122    0.001    0.000    0.021    0.000 /home/yanjun/NewDisk/beliefplanning/highway_branch_dyn.py:64(softsat)
    19020    0.006    0.000    0.021    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_asarray.py:139(ascontiguousarray)
    27458    0.008    0.000    0.021    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:10466(elements)
     9854    0.020    0.000    0.020    0.000 {built-in method numpy.arange}
     3784    0.003    0.000    0.020    0.000 <__array_function__ internals>:2(atleast_2d)
      124    0.000    0.000    0.018    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/geometry/base.py:765(intersects)
      124    0.017    0.000    0.018    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/shapely/predicates.py:11(__call__)
     1100    0.001    0.000    0.018    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:164(_update_fun)
      488    0.001    0.000    0.018    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:376(fun_wrapped)
     2936    0.003    0.000    0.018    0.000 <__array_function__ internals>:2(sum)
      488    0.000    0.000    0.017    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:72(update_fun)
       61    0.002    0.000    0.016    0.000 /home/yanjun/NewDisk/beliefplanning/Init_MPC.py:8(initBranchMPC)
      488    0.008    0.000    0.016    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:13(_adjust_scheme_to_bounds)
   4474/5    0.006    0.000    0.015    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:128(deepcopy)
    435/5    0.003    0.000    0.015    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:258(_reconstruct)
    368/5    0.002    0.000    0.015    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:226(_deepcopy_dict)
     8160    0.015    0.000    0.015    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:227(calc_third_derivative)
    13651    0.014    0.000    0.014    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:1120(<listcomp>)
    13651    0.013    0.000    0.013    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:1124(<listcomp>)
   138554    0.013    0.000    0.013    0.000 {built-in method builtins.getattr}
     3784    0.009    0.000    0.013    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:82(atleast_2d)
    27458    0.013    0.000    0.013    0.000 {built-in method casadi._casadi.DM_elements}
     2242    0.003    0.000    0.013    0.000 <__array_function__ internals>:2(ravel)
   106213    0.012    0.000    0.012    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3071(_ndim_dispatcher)
     2936    0.004    0.000    0.012    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2105(sum)
    13651    0.012    0.000    0.012    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:1060(<dictcomp>)
       34    0.000    0.000    0.012    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:834(device_count)
        8    0.000    0.000    0.012    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:778(_device_count_nvml)
        8    0.011    0.001    0.012    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:647(_raw_device_count_nvml)
    74/70    0.000    0.000    0.012    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/copy.py:200(_deepcopy_list)
        1    0.000    0.000    0.012    0.012 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:899(cuda)
     21/1    0.000    0.000    0.012    0.012 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:777(_apply)
    27458    0.007    0.000    0.012    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:4304(size1)
        2    0.000    0.000    0.011    0.005 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/rnn.py:221(_apply)
        4    0.000    0.000    0.010    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/rnn.py:158(_init_flat_weights)
    18520    0.010    0.000    0.010    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/interpolate.py:775(_ensure_c_contiguous)
        4    0.000    0.000    0.010    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/rnn.py:172(flatten_parameters)
    27458    0.006    0.000    0.010    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/casadi/casadi.py:4354(size2)
     1693    0.005    0.000    0.010    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.009    0.009 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/common/file_reader.py:75(open)
       60    0.004    0.000    0.009    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:492(update_scenario)
      125    0.001    0.000    0.009    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/utils/cubicspline.py:17(__calc_s)
        2    0.009    0.005    0.009    0.005 {built-in method torch._cudnn_rnn_flatten_weight}
       61    0.000    0.000    0.009    0.000 <__array_function__ internals>:2(kron)
    59560    0.009    0.000    0.009    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:310(_solve_dispatcher)
       61    0.001    0.000    0.008    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/shape_base.py:1067(kron)
    51888    0.008    0.000    0.008    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/multiarray.py:311(where)
